Acid Splash~PHB~0~C~hurl bubble acid choose one creature see within range choose two creature see within range within 5 foot target must succeed dexterity save throw take damage acid damage~{'dice': ['1d6'], 'damage': ['1d6', '2d6', '3d6', '4d6'], 'saving_throw_types': 'Dexterity', 'conditions': 'None'}
Aid~PHB~2~A~spell bolster ally toughness resolve choose three creature within range target hit point maximum current hit point increase 5 duration~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Time Stop~PHB~9~T~briefly stop flow time everyone time pass creature take dice turn row use action move normal spell end one action use period effect create period affect creature object worn carry someone addition spell end move place 1000 foot location cast~{'dice': ['1d4 + 1'], 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Tongues~PHB~3~D~spell grant creature touch ability understand speak language hear moreover target speaks creature know least one language hear target understand say~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Transport via Plants~PHB~6~C~spell create magical link large large inanimate plant within range another plant distance plane existence must see touch destination plant least duration creature step target plant exit destination plant use 5 foot movement~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Tree Stride~PHB~5~C~gain ability enter tree move inside inside another tree kind within 500 foot tree must live least size must use 5 foot movement enter tree instantly know location tree kind within 500 foot part move use enter tree either pas one tree step tree youre appear spot choice within 5 foot destination tree use another 5 foot movement movement leave appear within 5 foot tree enter use transportation ability per round duration must end turn outside tree~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
True Polymorph~PHB~9~T~choose one creature nonmagical object see within range transform creature different creature creature nonmagical object object creature object must neither wear carry another creature transformation last duration target drop 0 hit point die concentrate spell full duration transformation last dispel spell effect shapechanger creature 0 hit point unwilling creature make wisdom save throw succeed isnt affect spell turn creature another kind creature new form kind choose whose challenge rating equal less target level target doesnt challenge rating target game statistic include mental ability score replace statistic new form retain alignment personality target assume hit point new form reverts normal form creature return number hit point transform reverts result drop 0 hit point excess damage carry normal form long excess damage doesnt reduce creature normal form 0 hit point isnt knock condition unconscious creature limit action perform nature new form cant speak cast spell take action require hand speech unless new form capable action target gear meld new form creature cant activate use wield otherwise benefit equipment turn object kind creature long creature size large object size creature challenge rating filter 9 lowerbestiarychallenge rating09miscellaneousswarm creature friendly companion act turn decide action take move dm creature statistic resolve action movement spell become permanent long control creature might remain friendly depend treated turn creature object transforms along whatever wear carry form long object size large creature size creature statistic become object creature memory time spend form spell end return normal form~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'Wisdom', 'conditions': 'unconscious'}
True Resurrection~PHB~9~N~touch creature dead longer 200 year die reason except old age creatures soul free willing creature restore life hit point spell close wound neutralizes poison cure diseases lifts curse affect creature die spell replaces damage miss organ limbs creature undead restore nonundead form spell even provide new body original long exist case must speak creature name creature appear unoccupied space choose within 10 foot~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
True Seeing~PHB~6~D~spell give willing creature touch ability see thing actually duration creature sense truesight notice secret door hide magic see ethereal plane range 120 foot~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
True Strike~PHB~0~D~extend hand point finger target range magic grant brief insight target defenses next turn gain advantage first attack roll target provide spell hasnt end~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Tsunami~PHB~8~C~wall water spring existence point choose within range make wall 300 foot long 300 foot high 50 foot thick wall last duration wall appear creature within area must make strength save throw fail save creature take damage bludgeon damage half much damage successful save start turn wall appear wall along creature move 50 foot away huge small creature inside wall whose space wall enters move must succeed strength save throw take damage bludgeoning damage creature take damage per round end turn wall height reduce 50 foot damage creature take spell subsequent round reduce dice wall reach 0 foot height spell end creature catch wall move swim force wave though creature must make successful strength skill athletics check spell save dc order move fail check cant move creature move area fall ground~{'dice': ['1d10'], 'damage': ['6d10', '5d10'], 'saving_throw_types': 'Strength', 'conditions': 'None'}
Unseen Servant~PHB~1~C~spell create condition invisible mindless shapeless medium force performs simple task command spell end servant spring existence unoccupied space ground within range ac 10 1 hit point strength 2 cant attack drop 0 hit point spell end turns bonus action mentally command servant move 15 foot interact object servant perform simple task human servant could fetch thing clean mend fold clothes light fire serve food pour wine give command servant performs task best ability complete task wait next command command servant perform task would move 60 foot away spell end~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'invisible'}
